Operon_id	Proteins
1253368	WP_003513644.1;ADU75859.1;WP_003513643.1;ADU75860.1
1253369	WP_003513639.1;ADU75862.1;WP_003520446.1;ADU75863.1;WP_003513635.1;ADU75864.1
1253370	WP_003513630.1;ADU75865.1;WP_003513628.1;ADU75866.1
1253371	WP_003513622.1;ADU75869.1;WP_003513620.1;ADU75870.1;WP_003513619.1;ADU75871.1;WP_003518977.1;ADU75872.1
1253372	WP_003513615.1;ADU75873.1;WP_003513613.1;ADU75874.1;WP_003513611.1;ADU75875.1;WP_003513610.1;ADU75876.1;WP_003513608.1;ADU75877.1;WP_003513605.1;ADU75878.1;WP_003513604.1;ADU75879.1;WP_003513602.1;ADU75880.1;WP_003513600.1;ADU75881.1;WP_003518976.1;ADU75882.1;WP_003513594.1;ADU75883.1;WP_003513592.1;ADU75884.1
1253373	WP_003513590.1;ADU75885.1;WP_003513588.1;ADU75886.1;WP_003513587.1;ADU75887.1;WP_003513585.1;ADU75888.1
1253374	WP_003513583.1;ADU75889.1;WP_003513581.1;ADU75890.1
1253375	WP_003513578.1;ADU75892.1;WP_003513575.1;ADU75893.1;WP_003513574.1;ADU75894.1
1253376	WP_003513572.1;ADU75895.1;WP_003518494.1;ADU75896.1;WP_003518492.1;ADU75897.1;WP_003513566.1;ADU75898.1
1253377	WP_003518489.1;ADU75901.1;WP_003513562.1;ADU75902.1
1253378	WP_003513536.1;ADU75908.1;WP_003513535.1;ADU75909.1;WP_003513534.1;ADU75910.1;WP_003513533.1;ADU75911.1;WP_003513529.1;ADU75912.1
1253379	WP_003518483.1;ADU75914.1;WP_003518481.1;ADU75915.1;WP_003513523.1;ADU75916.1;WP_003513521.1;ADU75917.1;WP_003518478.1;ADU75918.1;WP_003518476.1;ADU75919.1
1253380	WP_003513515.1;ADU75920.1;WP_003513513.1;ADU75921.1
1253381	WP_003513505.1;ADU75925.1;WP_003518468.1;ADU75926.1
1253382	WP_003518460.1;ADU75931.1;WP_003513493.1;ADU75932.1;WP_003513490.1;ADU75933.1
1253383	WP_003513487.1;ADU75934.1;WP_003518458.1;ADU75935.1
1253384	WP_003518457.1;ADU75936.1;WP_003518456.1;ADU75937.1;WP_003518455.1;ADU75938.1
1253385	WP_003513469.1;ADU75942.1;WP_003513467.1;ADU75943.1
1253386	ADU75944.1;WP_003520733.1;ADU75945.1;WP_003520731.1;ADU75946.1
1253387	WP_003513463.1;ADU75947.1;WP_003513460.1;ADU75948.1;WP_003513458.1;ADU75949.1;WP_003518145.1;ADU75950.1;WP_003518143.1;ADU75951.1;WP_003513455.1;ADU75952.1;WP_003513454.1;ADU75953.1;WP_003513453.1;ADU75954.1
1253388	WP_003513449.1;ADU75958.1;WP_003513438.1;ADU75959.1
1253389	WP_003518136.1;ADU75964.1;WP_003518135.1;ADU75965.1;WP_003513424.1;ADU75966.1;WP_003513423.1;ADU75967.1
1253390	WP_003513422.1;ADU75968.1;WP_003513421.1;ADU75969.1;WP_003513420.1;ADU75970.1
1253391	WP_003513419.1;ADU75971.1;WP_003513418.1;ADU75972.1;WP_003518131.1;ADU75973.1
1253392	WP_003518129.1;ADU75977.1;WP_003513407.1;ADU75978.1;WP_003513404.1;ADU75979.1
1253393	WP_003513402.1;ADU75980.1;WP_003513400.1;ADU75981.1;WP_003513399.1;ADU75982.1
1253394	WP_003520721.1;ADU75983.1;WP_003513389.1;ADU75984.1;WP_003513388.1;ADU75985.1;WP_003513387.1;ADU75986.1;WP_003518120.1;ADU75987.1;WP_003513385.1;ADU75988.1
1253395	WP_003513380.1;ADU75991.1;WP_003513378.1;ADU75992.1
1253396	WP_003513372.1;ADU75995.1;WP_003513371.1;ADU75996.1
1253397	WP_003513362.1;ADU76004.1;WP_003513361.1;ADU76005.1;WP_003516470.1;ADU76006.1
1253398	WP_003516468.1;ADU76007.1;WP_003513356.1;ADU76008.1;WP_003513354.1;ADU76009.1;WP_003513352.1;ADU76010.1
3577021	WP_003516465.1;ADU73101.1
3577022	WP_003513333.1;ADU73105.1
3577023	WP_003513331.1;ADU73106.1
3577024	WP_003513301.1;ADU73111.1
3577025	WP_003513299.1;ADU73112.1
3577026	WP_003516462.1;ADU73113.1
3577027	WP_003513296.1;ADU73114.1
3577028	WP_003513294.1;ADU73115.1
3577029	WP_003516459.1;ADU73116.1
3577030	WP_003516457.1;ADU73117.1
3577031	WP_003513286.1;ADU73118.1
3577032	WP_003513284.1;ADU73119.1
3577033	WP_003513278.1;ADU73124.1
3577034	WP_003513277.1;ADU73125.1
3577035	WP_003513275.1;ADU73126.1
3577036	WP_003513273.1;ADU73127.1
3577037	WP_003519977.1;ADU73128.1
3577038	WP_003513270.1;ADU73129.1
3577039	WP_003516448.1;ADU73130.1
3577040	WP_003519973.1;ADU73131.1
3577041	WP_003513265.1;ADU73132.1
3577042	WP_003516443.1;ADU73133.1
3577043	WP_003513261.1;ADU73134.1
3577044	WP_014522587.1;ADU73135.1
3577045	WP_003513254.1;ADU73136.1
3577046	WP_003513253.1;ADU73137.1
3577047	WP_003516440.1;ADU73138.1
3577048	WP_003516438.1;ADU73141.1
3577049	WP_003516435.1;ADU73144.1
3577050	WP_003516429.1;ADU73147.1
3577051	WP_003513238.1;ADU73148.1
3577052	;ADU73149.1
3577053	WP_003516423.1;ADU73150.1
3577054	WP_003513233.1;ADU73151.1
3577055	WP_003513231.1;ADU73152.1
3577056	WP_003516421.1;ADU73153.1
3577057	WP_003516419.1;ADU73154.1
3577058	WP_003513218.1;ADU73159.1
3577059	WP_003513202.1;ADU73166.1
3577060	WP_003513200.1;ADU73167.1
3577061	WP_003513195.1;ADU73168.1
3577062	WP_003513193.1;ADU73169.1
3577063	WP_003513190.1;ADU73170.1
3577064	WP_003516406.1;ADU73179.1
3577065	WP_003513162.1;ADU73182.1
3577066	WP_003513159.1;ADU73183.1
3577067	WP_003513155.1;ADU73184.1
3577068	WP_014522588.1;ADU73187.1
3577069	WP_003513147.1;ADU73188.1
3577070	WP_003513145.1;ADU73189.1
3577071	WP_003518362.1;ADU73190.1
3577072	WP_003513141.1;ADU73191.1
3577073	WP_003513139.1;ADU73192.1
3577074	WP_003513137.1;ADU73193.1
3577075	WP_003513135.1;ADU73194.1
3577076	WP_003513133.1;ADU73195.1
3577077	WP_003513117.1;ADU73203.1
3577078	WP_003518360.1;ADU73204.1
3577079	WP_003513047.1;ADU73238.1
3577080	WP_003513026.1;ADU73241.1
3577081	WP_003513025.1;ADU73242.1
3577082	WP_003513022.1;ADU73245.1
3577083	WP_003512622.1;ADU73246.1
3577084	WP_003515490.1;ADU73247.1
3577085	WP_003515489.1;ADU73248.1
3577086	WP_020457866.1;ADU73249.1
3577087	WP_003513019.1;ADU73250.1
3577088	WP_003515487.1;ADU73251.1
3577089	WP_003513016.1;ADU73252.1
3577090	WP_003513015.1;ADU73253.1
3577091	WP_003513014.1;ADU73254.1
3577092	WP_003513010.1;ADU73258.1
3577093	WP_003513009.1;ADU73259.1
3577094	WP_003515482.1;ADU73260.1
3577095	WP_003512995.1;ADU73268.1
3577096	WP_003515465.1;ADU73271.1
3577097	WP_003512991.1;ADU73272.1
3577098	WP_003512990.1;ADU73273.1
3577099	WP_003512989.1;ADU73274.1
3577100	WP_003512954.1;ADU73292.1
3577101	WP_003512946.1;ADU73296.1
3577102	WP_003512944.1;ADU73297.1
3577103	WP_003515452.1;ADU73298.1
3577104	WP_003512939.1;ADU73299.1
3577105	WP_003512937.1;ADU73300.1
3577106	WP_003515449.1;ADU73301.1
3577107	WP_003512924.1;ADU73306.1
3577108	WP_003512922.1;ADU73307.1
3577109	WP_003512921.1;ADU73308.1
3577110	WP_003512919.1;ADU73309.1
3577111	WP_003512917.1;ADU73310.1
3577112	WP_003512910.1;ADU73315.1
3577113	WP_003515440.1;ADU73318.1
3577114	WP_003515437.1;ADU73333.1
3577115	WP_003512879.1;ADU73334.1
3577116	WP_003512871.1;ADU73338.1
3577117	WP_003515434.1;ADU73339.1
3577118	WP_003512867.1;ADU73340.1
3577119	WP_003512864.1;ADU73341.1
3577120	WP_003512861.1;ADU73344.1
3577121	WP_003512860.1;ADU73345.1
3577122	WP_003512852.1;ADU73346.1
3577123	WP_003512850.1;ADU73347.1
3577124	WP_003512848.1;ADU73348.1
3577125	WP_003512846.1;ADU73349.1
3577126	WP_003512844.1;ADU73350.1
3577127	WP_003515423.1;ADU73351.1
3577128	ADU73352.1
3577129	WP_003520874.1;ADU73353.1
3577130	WP_003515411.1;ADU73356.1
3577131	WP_003515409.1;ADU73357.1
3577132	WP_003515408.1;ADU73358.1
3577133	WP_003512816.1;ADU73361.1
3577134	WP_003512814.1;ADU73362.1
3577135	WP_003512813.1;ADU73363.1
3577136	WP_003512811.1;ADU73364.1
3577137	WP_003512809.1;ADU73365.1
3577138	WP_003512807.1;ADU73366.1
3577139	WP_003515405.1;ADU73367.1
3577140	WP_003512804.1;ADU73368.1
3577141	WP_003512803.1;ADU73369.1
3577142	ADU73370.1
3577143	WP_003512801.1;ADU73371.1
3577144	WP_003512772.1;ADU73385.1
3577145	WP_003515031.1;ADU73392.1
3577146	WP_003515024.1;ADU73397.1
3577147	WP_003514302.1;ADU73406.1
3577148	WP_003514304.1;ADU73407.1
3577149	WP_003520853.1;ADU73422.1
3577150	WP_003514331.1;ADU73423.1
3577151	WP_003514333.1;ADU73424.1
3577152	WP_003514336.1;ADU73425.1
3577153	WP_003514341.1;ADU73428.1
3577154	WP_003514372.1;ADU73429.1
3577155	WP_003514374.1;ADU73430.1
3577156	ADU73431.1
3577157	WP_003515347.1;ADU73436.1
3577158	;ADU73437.1
3577159	WP_003514381.1;ADU73438.1
3577160	WP_003515342.1;ADU73439.1
3577161	WP_003514383.1;ADU73440.1
3577162	WP_003514399.1;ADU73450.1
3577163	WP_003515317.1;ADU73458.1
3577164	WP_003515316.1;ADU73459.1
3577165	WP_003515313.1;ADU73460.1
3577166	WP_003515312.1;ADU73461.1
3577167	WP_003515286.1;ADU73484.1
3577168	WP_003514472.1;ADU73485.1
3577169	WP_003514478.1;ADU73486.1
3577170	WP_003515284.1;ADU73487.1
3577171	WP_003515283.1;ADU73488.1
3577172	WP_003514483.1;ADU73489.1
3577173	WP_003515281.1;ADU73490.1
3577174	WP_003515275.1;ADU73493.1
3577175	WP_003514505.1;ADU73499.1
3577176	WP_003518809.1;ADU73502.1
3577177	WP_003518807.1;ADU73503.1
3577178	WP_037295199.1;ADU73504.1
3577179	WP_003514552.1;ADU73505.1
3577180	WP_003514554.1;ADU73506.1
3577181	WP_003514556.1;ADU73507.1
3577182	WP_003514559.1;ADU73508.1
3577183	WP_003514562.1;ADU73509.1
3577184	WP_003514601.1;ADU73525.1
3577185	WP_003521554.1;ADU73526.1
3577186	WP_003514606.1;ADU73527.1
3577187	WP_003514614.1;ADU73531.1
3577188	WP_003514679.1;ADU73563.1
3577189	WP_003514681.1;ADU73564.1
3577190	WP_003518543.1;ADU73565.1
3577191	WP_003518542.1;ADU73566.1
3577192	WP_003518533.1;ADU73571.1
3577193	WP_003514693.1;ADU73580.1
3577194	WP_003514705.1;ADU73586.1
3577195	WP_003518516.1;ADU73587.1
3577196	WP_003514709.1;ADU73588.1
3577197	WP_003518514.1;ADU73589.1
3577198	WP_003518511.1;ADU73590.1
3577199	ADU73591.1
3577200	WP_003518507.1;ADU73592.1
3577201	WP_003514722.1;ADU73593.1
3577202	WP_003514726.1;ADU73594.1
3577203	WP_003514728.1;ADU73595.1
3577204	WP_003519419.1;ADU73600.1
3577205	WP_003519418.1;ADU73601.1
3577206	WP_003519417.1;ADU73602.1
3577207	WP_003516952.1;ADU73608.1
3577208	WP_003516946.1;ADU73611.1
3577209	WP_003514760.1;ADU73612.1
3577210	WP_003514775.1;ADU73615.1
3577211	WP_003514776.1;ADU73616.1
3577212	WP_003516942.1;ADU73617.1
3577213	WP_003514923.1;ADU73623.1
3577214	WP_003514922.1;ADU73624.1
3577215	WP_003514920.1;ADU73625.1
3577216	WP_003516932.1;ADU73626.1
3577217	WP_003514918.1;ADU73627.1
3577218	WP_003514917.1;ADU73628.1
3577219	WP_003520472.1;ADU73629.1
3577220	WP_003516928.1;ADU73630.1
3577221	WP_003514914.1;ADU73631.1
3577222	WP_003514912.1;ADU73632.1
3577223	WP_003514910.1;ADU73633.1
3577224	WP_003514908.1;ADU73634.1
3577225	WP_003514906.1;ADU73635.1
3577226	WP_003514904.1;ADU73636.1
3577227	WP_003514902.1;ADU73637.1
3577228	WP_003516923.1;ADU73638.1
3577229	WP_003514898.1;ADU73639.1
3577230	WP_003514890.1;ADU73642.1
3577231	WP_003514888.1;ADU73643.1
3577232	WP_003514884.1;ADU73644.1
3577233	WP_003514882.1;ADU73645.1
3577234	WP_003514851.1;ADU73660.1
3577235	WP_003516909.1;ADU73661.1
3577236	WP_003514847.1;ADU73662.1
3577237	WP_003514846.1;ADU73663.1
3577238	WP_003516907.1;ADU73664.1
3577239	WP_003516905.1;ADU73665.1
3577240	WP_003514839.1;ADU73668.1
3577241	WP_003516902.1;ADU73669.1
3577242	WP_003514835.1;ADU73670.1
3577243	WP_003514832.1;ADU73671.1
3577244	WP_003514830.1;ADU73672.1
3577245	WP_003514829.1;ADU73673.1
3577246	WP_003514827.1;ADU73674.1
3577247	WP_003516899.1;ADU73675.1
3577248	WP_003516897.1;ADU73676.1
3577249	WP_003514820.1;ADU73677.1
3577250	WP_003514804.1;ADU73682.1
3577251	WP_003520479.1;ADU73683.1
3577252	WP_003512622.1;ADU73684.1
3577253	WP_003514793.1;ADU73689.1
3577254	WP_003514792.1;ADU73690.1
3577255	WP_003514791.1;ADU73691.1
3577256	WP_003521725.1;ADU73692.1
3577257	WP_003514788.1;ADU73693.1
3577258	WP_003519351.1;ADU73694.1
3577259	WP_003511511.1;ADU73695.1
3577260	WP_003511534.1;ADU73700.1
3577261	WP_003511538.1;ADU73701.1
3577262	WP_003511544.1;ADU73702.1
3577263	WP_003511549.1;ADU73706.1
3577264	WP_014522594.1;ADU73707.1
3577265	WP_014522595.1;ADU73708.1
3577266	WP_003511555.1;ADU73711.1
3577267	WP_003511556.1;ADU73712.1
3577268	WP_003511557.1;ADU73713.1
3577269	WP_003511558.1;ADU73714.1
3577270	WP_003511560.1;ADU73715.1
3577271	WP_003511564.1;ADU73716.1
3577272	WP_003521086.1;ADU73717.1
3577273	WP_003511571.1;ADU73718.1
3577274	WP_003511573.1;ADU73719.1
3577275	WP_003511583.1;ADU73722.1
3577276	WP_003511587.1;ADU73723.1
3577277	WP_003519804.1;ADU73724.1
3577278	WP_003511598.1;ADU73727.1
3577279	WP_003511600.1;ADU73728.1
3577280	WP_003511605.1;ADU73733.1
3577281	WP_003519740.1;ADU73741.1
3577282	WP_004463821.1;ADU73742.1
3577283	WP_003516161.1;ADU73749.1
3577284	WP_003511648.1;ADU73750.1
3577285	WP_020458025.1;ADU73753.1
3577286	WP_003511655.1;ADU73754.1
3577287	WP_003511658.1;ADU73757.1
3577288	WP_003511659.1;ADU73758.1
3577289	WP_014522596.1;ADU73759.1
3577290	WP_003516157.1;ADU73760.1
3577291	WP_003511662.1;ADU73761.1
3577292	WP_003516156.1;ADU73762.1
3577293	WP_003516155.1;ADU73763.1
3577294	WP_003511665.1;ADU73764.1
3577295	WP_003511666.1;ADU73765.1
3577296	WP_003511667.1;ADU73766.1
3577297	WP_003511669.1;ADU73767.1
3577298	WP_003511670.1;ADU73768.1
3577299	ADU73769.1
3577300	WP_003516153.1;ADU73772.1
3577301	WP_003511674.1;ADU73773.1
3577302	WP_003516148.1;ADU73778.1
3577303	WP_003511680.1;ADU73779.1
3577304	WP_003511683.1;ADU73782.1
3577305	WP_003516145.1;ADU73783.1
3577306	WP_003516144.1;ADU73784.1
3577307	WP_003511686.1;ADU73785.1
3577308	WP_003511696.1;ADU73790.1
3577309	WP_003516139.1;ADU73791.1
3577310	WP_003516137.1;ADU73792.1
3577311	WP_003511705.1;ADU73793.1
3577312	WP_003511707.1;ADU73794.1
3577313	WP_003511715.1;ADU73798.1
3577314	WP_003511724.1;ADU73802.1
3577315	WP_003511730.1;ADU73805.1
3577316	WP_003511731.1;ADU73806.1
3577317	WP_003516112.1;ADU73807.1
3577318	WP_003516110.1;ADU73808.1
3577319	WP_003511737.1;ADU73809.1
3577320	WP_003516107.1;ADU73812.1
3577321	WP_003511751.1;ADU73813.1
3577322	WP_003511753.1;ADU73814.1
3577323	WP_003516105.1;ADU73815.1
3577324	WP_003511777.1;ADU73818.1
3577325	WP_003511778.1;ADU73819.1
3577326	WP_003511780.1;ADU73820.1
3577327	WP_003511783.1;ADU73821.1
3577328	WP_003511785.1;ADU73822.1
3577329	WP_003511787.1;ADU73823.1
3577330	WP_003516098.1;ADU73826.1
3577331	WP_003516096.1;ADU73827.1
3577332	WP_003516093.1;ADU73828.1
3577333	WP_003512622.1;ADU73843.1
3577334	WP_014522598.1;ADU73844.1
3577335	WP_003520010.1;ADU73845.1
3577336	WP_003519514.1;ADU73846.1
3577337	WP_003519513.1;ADU73847.1
3577338	WP_003519512.1;ADU73848.1
3577339	WP_011838186.1;ADU73849.1
3577340	WP_003511856.1;ADU73850.1
3577341	WP_003519478.1;ADU73851.1
3577342	WP_003519477.1;ADU73852.1
3577343	WP_003519474.1;ADU73855.1
3577344	WP_003512473.1;ADU73858.1
3577345	WP_003512622.1;ADU73863.1
3577346	WP_003520287.1;ADU73864.1
3577347	WP_003519243.1;ADU73865.1
3577348	WP_003519233.1;ADU73869.1
3577349	WP_003519231.1;ADU73870.1
3577350	WP_003519228.1;ADU73871.1
3577351	WP_003519227.1;ADU73872.1
3577352	WP_003519219.1;ADU73873.1
3577353	WP_003519206.1;ADU73876.1
3577354	WP_003519204.1;ADU73877.1
3577355	WP_003519202.1;ADU73878.1
3577356	WP_003519198.1;ADU73879.1
3577357	WP_003519185.1;ADU73882.1
3577358	WP_003519182.1;ADU73883.1
3577359	WP_003519180.1;ADU73884.1
3577360	WP_004463821.1;ADU73885.1
3577361	WP_003521203.1;ADU73886.1
3577362	WP_003519459.1;ADU73892.1
3577363	WP_003519458.1;ADU73893.1
3577364	WP_003518316.1;ADU73899.1
3577365	WP_003518315.1;ADU73900.1
3577366	WP_003518301.1;ADU73907.1
3577367	WP_003520743.1;ADU73914.1
3577368	WP_003518285.1;ADU73915.1
3577369	WP_003518283.1;ADU73916.1
3577370	WP_003518280.1;ADU73917.1
3577371	WP_003518272.1;ADU73918.1
3577372	WP_003518270.1;ADU73919.1
3577373	WP_003518268.1;ADU73920.1
3577374	WP_003518251.1;ADU73925.1
3577375	WP_003520176.1;ADU73928.1
3577376	WP_003518242.1;ADU73929.1
3577377	WP_003518235.1;ADU73933.1
3577378	WP_003518233.1;ADU73934.1
3577379	WP_004463784.1;ADU73935.1
3577380	WP_003518229.1;ADU73936.1
3577381	WP_003518228.1;ADU73937.1
3577382	WP_003518225.1;ADU73938.1
3577383	WP_003518218.1;ADU73941.1
3577384	WP_004463776.1;ADU73942.1
3577385	WP_003519383.1;ADU73952.1
3577386	WP_014522605.1;ADU73953.1
3577387	WP_003517126.1;ADU73954.1
3577388	WP_003517114.1;ADU73957.1
3577389	WP_003517112.1;ADU73958.1
3577390	WP_003517110.1;ADU73959.1
3577391	WP_003517108.1;ADU73960.1
3577392	WP_003517090.1;ADU73968.1
3577393	WP_003517088.1;ADU73969.1
3577394	WP_003517076.1;ADU73972.1
3577395	WP_003517045.1;ADU73986.1
3577396	WP_003517044.1;ADU73987.1
3577397	WP_003517043.1;ADU73988.1
3577398	WP_003517042.1;ADU73989.1
3577399	WP_003517036.1;ADU73992.1
3577400	WP_003517033.1;ADU73993.1
3577401	WP_003517032.1;ADU73994.1
3577402	WP_003517030.1;ADU73995.1
3577403	WP_003517027.1;ADU73996.1
3577404	WP_003517022.1;ADU73999.1
3577405	WP_003517020.1;ADU74000.1
3577406	WP_003517018.1;ADU74001.1
3577407	WP_003516997.1;ADU74011.1
3577408	WP_003516995.1;ADU74012.1
3577409	WP_003516993.1;ADU74013.1
3577410	WP_003516984.1;ADU74017.1
3577411	WP_003516982.1;ADU74018.1
3577412	WP_003516980.1;ADU74019.1
3577413	WP_003516977.1;ADU74020.1
3577414	WP_003516975.1;ADU74021.1
3577415	WP_003516973.1;ADU74022.1
3577416	WP_003516971.1;ADU74023.1
3577417	WP_003520544.1;ADU74024.1
3577418	WP_003520546.1;ADU74025.1
3577419	WP_003517551.1;ADU74026.1
3577420	WP_003517550.1;ADU74027.1
3577421	WP_003517549.1;ADU74028.1
3577422	WP_003517548.1;ADU74029.1
3577423	WP_003517539.1;ADU74033.1
3577424	WP_003517537.1;ADU74034.1
3577425	WP_003517535.1;ADU74035.1
3577426	WP_003517534.1;ADU74036.1
3577427	WP_003517532.1;ADU74037.1
3577428	WP_003517525.1;ADU74040.1
3577429	WP_003520554.1;ADU74041.1
3577430	WP_003517514.1;ADU74042.1
3577431	WP_003517509.1;ADU74045.1
3577432	WP_003517508.1;ADU74046.1
3577433	WP_003517507.1;ADU74047.1
3577434	WP_003517502.1;ADU74052.1
3577435	WP_003517501.1;ADU74053.1
3577436	WP_003517500.1;ADU74054.1
3577437	WP_003517499.1;ADU74055.1
3577438	WP_003517498.1;ADU74056.1
3577439	WP_003517497.1;ADU74057.1
3577440	WP_003517494.1;ADU74060.1
3577441	WP_003517493.1;ADU74061.1
3577442	WP_003517492.1;ADU74062.1
3577443	WP_003517489.1;ADU74065.1
3577444	WP_003517488.1;ADU74066.1
3577445	WP_003517487.1;ADU74067.1
3577446	WP_003517485.1;ADU74068.1
3577447	WP_003517483.1;ADU74069.1
3577448	WP_003517480.1;ADU74070.1
3577449	WP_003517475.1;ADU74071.1
3577450	WP_003517464.1;ADU74072.1
3577451	WP_003517463.1;ADU74073.1
3577452	WP_003517461.1;ADU74074.1
3577453	WP_003517459.1;ADU74075.1
3577454	WP_003517446.1;ADU74082.1
3577455	WP_003517444.1;ADU74083.1
3577456	WP_003517442.1;ADU74084.1
3577457	WP_003517436.1;ADU74087.1
3577458	WP_003517434.1;ADU74088.1
3577459	WP_014522610.1;ADU74089.1
3577460	WP_003519118.1;ADU74090.1
3577461	WP_003519116.1;ADU74091.1
3577462	WP_003519113.1;ADU74092.1
3577463	WP_003519111.1;ADU74093.1
3577464	WP_003519108.1;ADU74094.1
3577465	WP_003519106.1;ADU74095.1
3577466	ADU74096.1
3577467	WP_003519104.1;ADU74097.1
3577468	WP_003518895.1;ADU74103.1
3577469	WP_003518893.1;ADU74104.1
3577470	WP_003518891.1;ADU74105.1
3577471	WP_003518883.1;ADU74109.1
3577472	WP_003520193.1;ADU74112.1
3577473	WP_003518876.1;ADU74113.1
3577474	WP_003518875.1;ADU74114.1
3577475	WP_003518874.1;ADU74115.1
3577476	WP_003518873.1;ADU74116.1
3577477	WP_003518868.1;ADU74119.1
3577478	WP_003518861.1;ADU74123.1
3577479	ADU74127.1
3577480	ADU74128.1
3577481	WP_014522611.1;ADU74129.1
3577482	WP_003512622.1;ADU74130.1
3577483	WP_003519441.1;ADU74131.1
3577484	WP_003519439.1;ADU74132.1
3577485	WP_003519438.1;ADU74133.1
3577486	WP_003519428.1;ADU74143.1
3577487	WP_003519171.1;ADU74144.1
3577488	WP_003519167.1;ADU74147.1
3577489	WP_003519164.1;ADU74150.1
3577490	WP_003519155.1;ADU74151.1
3577491	ADU74152.1
3577492	WP_003519151.1;ADU74153.1
3577493	WP_003519149.1;ADU74154.1
3577494	WP_003519146.1;ADU74155.1
3577495	WP_003519133.1;ADU74162.1
3577496	WP_003519132.1;ADU74163.1
3577497	WP_003519130.1;ADU74164.1
3577498	WP_003519124.1;ADU74167.1
3577499	ADU74168.1
3577500	WP_014522612.1;ADU74169.1
3577501	WP_003515762.1;ADU74172.1
3577502	WP_003515760.1;ADU74173.1
3577503	WP_003521254.1;ADU74182.1
3577504	WP_003515738.1;ADU74183.1
3577505	WP_003515736.1;ADU74184.1
3577506	WP_003515733.1;ADU74185.1
3577507	WP_003515732.1;ADU74186.1
3577508	WP_003515729.1;ADU74187.1
3577509	WP_003515727.1;ADU74188.1
3577510	WP_003515725.1;ADU74189.1
3577511	WP_003515723.1;ADU74190.1
3577512	WP_003515721.1;ADU74191.1
3577513	WP_003515712.1;ADU74195.1
3577514	WP_003515710.1;ADU74196.1
3577515	WP_003515708.1;ADU74197.1
3577516	WP_003515705.1;ADU74198.1
3577517	WP_003515703.1;ADU74199.1
3577518	WP_003515701.1;ADU74200.1
3577519	WP_003515696.1;ADU74203.1
3577520	WP_003515687.1;ADU74208.1
3577521	WP_003515682.1;ADU74213.1
3577522	WP_003515673.1;ADU74218.1
3577523	WP_003515671.1;ADU74219.1
3577524	WP_003515668.1;ADU74220.1
3577525	WP_003515661.1;ADU74224.1
3577526	WP_003515648.1;ADU74230.1
3577527	WP_003515646.1;ADU74231.1
3577528	WP_003515644.1;ADU74232.1
3577529	WP_003515642.1;ADU74233.1
3577530	WP_003515640.1;ADU74234.1
3577531	WP_003515638.1;ADU74235.1
3577532	WP_003521240.1;ADU74236.1
3577533	WP_003515634.1;ADU74237.1
3577534	WP_003515632.1;ADU74238.1
3577535	WP_003515630.1;ADU74239.1
3577536	WP_003515629.1;ADU74240.1
3577537	WP_003515627.1;ADU74241.1
3577538	WP_003515625.1;ADU74242.1
3577539	WP_003521237.1;ADU74249.1
3577540	WP_003515609.1;ADU74250.1
3577541	WP_003515607.1;ADU74251.1
3577542	WP_003515606.1;ADU74252.1
3577543	WP_003515596.1;ADU74257.1
3577544	WP_003515593.1;ADU74258.1
3577545	WP_004463481.1;ADU74261.1
3577546	WP_003515588.1;ADU74262.1
3577547	WP_003515586.1;ADU74263.1
3577548	WP_003515584.1;ADU74264.1
3577549	WP_003515583.1;ADU74265.1
3577550	WP_003515581.1;ADU74266.1
3577551	WP_003515572.1;ADU74271.1
3577552	WP_003515569.1;ADU74272.1
3577553	WP_003515567.1;ADU74273.1
3577554	WP_003515565.1;ADU74274.1
3577555	WP_003515551.1;ADU74281.1
3577556	WP_003515546.1;ADU74285.1
3577557	ADU74294.1
3577558	WP_003515521.1;ADU74298.1
3577559	WP_003515519.1;ADU74299.1
3577560	WP_003515513.1;ADU74302.1
3577561	WP_003515499.1;ADU74309.1
3577562	WP_003515496.1;ADU74310.1
3577563	WP_003512622.1;ADU74311.1
3577564	WP_003518664.1;ADU74312.1
3577565	WP_003518663.1;ADU74313.1
3577566	WP_003518662.1;ADU74314.1
3577567	WP_003518656.1;ADU74318.1
3577568	WP_003518655.1;ADU74319.1
3577569	WP_003518649.1;ADU74322.1
3577570	WP_003518647.1;ADU74323.1
3577571	WP_003518645.1;ADU74324.1
3577572	WP_003518624.1;ADU74334.1
3577573	WP_003518612.1;ADU74340.1
3577574	WP_003518610.1;ADU74341.1
3577575	WP_003518597.1;ADU74347.1
3577576	WP_003518595.1;ADU74348.1
3577577	WP_003518593.1;ADU74349.1
3577578	WP_003518592.1;ADU74350.1
3577579	WP_003518590.1;ADU74351.1
3577580	WP_003518588.1;ADU74352.1
3577581	WP_003518579.1;ADU74356.1
3577582	WP_003518577.1;ADU74357.1
3577583	WP_003518575.1;ADU74358.1
3577584	WP_003518573.1;ADU74359.1
3577585	WP_003518570.1;ADU74360.1
3577586	ADU74361.1
3577587	WP_003517285.1;ADU74364.1
3577588	WP_003517284.1;ADU74365.1
3577589	WP_003517278.1;ADU74368.1
3577590	WP_003517270.1;ADU74373.1
3577591	WP_011837926.1;ADU74374.1
3577592	WP_003517254.1;ADU74382.1
3577593	WP_003517251.1;ADU74383.1
3577594	WP_003517249.1;ADU74384.1
3577595	WP_003517241.1;ADU74388.1
3577596	ADU74389.1
3577597	WP_003517233.1;ADU74392.1
3577598	WP_003517223.1;ADU74395.1
