Protein	dC	links	p.value	q.value
WP_003516356.1	0.842289745209292	20	0.0175842696629213	0.0579493087557604
WP_003516357.1	0.818764296145341	11	0.0274719101123596	0.0703597122302158
WP_003516358.1	0.626240478356411	24	0.332099719101124	0.355037537537538
WP_003516360.1	0.690692334052932	7	0.192654494382022	0.234880136986301
WP_003516363.1	0.76826605513544	9	0.0674438202247191	0.121795195954488
WP_003516364.1	0.852584602994805	13	0.0146137640449438	0.0536340206185567
WP_003516367.1	0.895314373563692	3	0.00622191011235955	0.0376050420168067
WP_003516374.1	0.869099006482527	71	0.0106390449438202	0.046048632218845
WP_003516377.1	0.646946674020691	11	0.286917134831461	0.316434648105182
WP_003516379.1	0.719149192856995	6	0.137752808988764	0.189076034648701
WP_003516386.1	0.708034955593483	9	0.158061797752809	0.206871559633028
WP_003516388.1	0.601891404927873	2	0.38247893258427	0.400183688464364
WP_003516403.1	0.762859142247044	15	0.0733356741573034	0.128925925925926
WP_003516406.1	0.690966339658776	3	0.192120786516854	0.234430162810626
WP_003516409.1	0.646453934422039	8	0.288089887640449	0.316712962962963
WP_003516411.1	0.745563174624817	28	0.0959691011235955	0.152013348164627
WP_003516413.1	0.727927539428041	15	0.122984550561798	0.176187122736419
WP_003516416.1	0.745371489590688	26	0.0963553370786517	0.152452830188679
WP_003516419.1	0.764732467092983	42	0.0711657303370787	0.126359102244389
WP_003516421.1	0.785398409983654	99	0.0505758426966292	0.10143661971831
WP_003516438.1	0.94552217750294	8	0.00237359550561798	0.031588785046729
WP_003516440.1	0.804694157417297	8	0.0356039325842697	0.0817467948717949
WP_003516448.1	0.771525984538516	26	0.0639676966292135	0.118033635187581
WP_003516452.1	0.80677737691202	29	0.034185393258427	0.0800657894736842
WP_003516455.1	0.732992341668868	6	0.115105337078652	0.169153766769866
WP_003516462.1	0.701697938291509	119	0.170301966292135	0.217075134168157
WP_003516465.1	0.669222690338482	35	0.23813202247191	0.272620578778135
WP_003516468.1	0.572628305292741	36	0.43875	0.45143063583815
WP_003516470.1	0.93818352620358	8	0.00278089887640449	0.0332231404958678
WP_003516483.1	0.671771771191243	88	0.232415730337079	0.267766990291262
WP_003516491.1	0.877329506478284	22	0.00900983146067416	0.0426578073089701
WP_003516495.1	0.852305694370248	19	0.0147191011235955	0.0538817480719794
WP_003516509.1	0.907094237389273	55	0.00495786516853933	0.0354773869346734
WP_003516513.1	0.499144532120178	5	0.572563202247191	0.581133285816108
WP_003516515.1	0.636667568359336	4	0.310042134831461	0.33599695585997
WP_003516517.1	0.839417293640193	10	0.0186025280898876	0.0597117516629712
WP_003516518.1	0.726205461809994	14	0.125793539325843	0.178951048951049
WP_003516520.1	0.887796292653883	12	0.00730337078651685	0.0389179104477612
WP_003516522.1	0.761305815059276	12	0.075063202247191	0.130992647058824
WP_003516525.1	0.943741603084243	8	0.00245786516853933	0.0321100917431193
WP_003516527.1	0.754352637589942	35	0.0841924157303371	0.139894982497083
WP_003516528.1	0.931109782941357	9	0.00317415730337079	0.0335555555555556
WP_003516530.1	0.812435341583361	3	0.0307092696629213	0.0743707482993197
WP_003516545.1	0.728266162596807	2	0.122394662921348	0.175609264853978
WP_003516556.1	0.744738597676447	6	0.097310393258427	0.152778390297685
WP_003516558.1	0.35750759246047	2	0.854859550561798	0.856413502109705
WP_003516560.1	0.968944126118842	12	0.00143258426966292	0.025875
WP_003516561.1	0.830831551857048	24	0.0217626404494382	0.062635814889336
WP_003516564.1	0.77219966971602	9	0.0633286516853933	0.117872062663185
WP_003516566.1	0.925054465090811	5	0.00356741573033708	0.0339102564102564
WP_003516573.1	0.953103764817462	7	0.00202949438202247	0.0297938144329897
WP_003516579.1	0.646519339702719	17	0.287928370786517	0.316712962962963
WP_003516581.1	0.635757034597453	4	0.312022471910112	0.337885931558935
WP_003516583.1	0.774384941860808	20	0.0608918539325843	0.114695767195767
WP_003516590.1	0.764562555582493	22	0.0713412921348315	0.126513075965131
WP_003516591.1	0.742057625544058	15	0.10122893258427	0.157208287895311
WP_003516592.1	0.816096532103479	32	0.0288412921348315	0.0720526315789474
WP_003516596.1	0.83099413425851	10	0.0217205056179775	0.062635814889336
WP_003516613.1	0.841532801809797	7	0.0178230337078652	0.0580778032036613
WP_003516619.1	0.932933187895208	4	0.00311797752808989	0.0335555555555556
WP_003516624.1	0.719697567268403	20	0.136601123595506	0.188488372093023
WP_003516641.1	0.408221975421127	2	0.740126404494382	0.74378263937897
WP_003516642.1	0.624747902898495	2	0.335280898876404	0.358169542385596
WP_003516657.1	0.986897321374146	19	0.000990168539325843	0.0243103448275862
WP_003516661.1	0.795089744415308	12	0.0422401685393258	0.0914741641337386
WP_003516665.1	0.747936173256026	11	0.0925983146067416	0.147740492170022
WP_003516667.1	0.929688748947881	5	0.00324438202247191	0.0337226277372263
WP_003516668.1	0.75753595347298	17	0.0797893258426966	0.135435041716329
WP_003516678.1	0.784113868015963	17	0.0518469101123595	0.102684283727399
WP_003516698.1	0.613586813736386	6	0.358377808988764	0.379145616641902
WP_003516702.1	0.591985634101632	2	0.401713483146067	0.417547445255474
WP_003516730.1	0.744902661260667	125	0.097064606741573	0.152778390297685
WP_003516738.1	0.739099417440879	54	0.105744382022472	0.160864461045891
WP_003516759.1	0.704997617453729	10	0.163532303370787	0.211124206708976
WP_003516767.1	0.78129778613772	4	0.0542415730337079	0.10551912568306
WP_003516777.1	0.750298852408165	10	0.089311797752809	0.144522727272727
WP_003516780.1	0.798799367269759	12	0.0394943820224719	0.0869242658423493
WP_003516785.1	0.749940413344542	12	0.0898244382022472	0.144858437146093
WP_003516839.1	0.829809221817554	76	0.0221629213483146	0.0630571992110454
WP_003516841.1	0.703720080398705	8	0.166165730337079	0.213673285198556
WP_003516863.1	0.958724441824448	20	0.0018188202247191	0.0287777777777778
WP_003516864.1	0.657851393275258	5	0.263553370786517	0.295511811023622
WP_003516867.1	0.738141783099612	2	0.107261235955056	0.162316684378321
WP_003516870.1	0.707713608815438	10	0.158595505617978	0.20696803652968
WP_003516871.1	0.856770613701199	23	0.0135393258426966	0.0518617021276596
WP_003516875.1	0.672598027969215	29	0.230470505617978	0.265781376518219
WP_003516876.1	0.696321958180871	8	0.181032303370787	0.226131578947368
WP_003516877.1	0.793315401925091	12	0.0436446629213483	0.0935232383808096
WP_003516878.1	0.666894032851229	86	0.243174157303371	0.276802557953637
WP_003516902.1	0.763651755297528	114	0.0723806179775281	0.128037267080745
WP_003516905.1	1.12434668500767	2	2.80898876404494e-05	0.00285714285714286
WP_003516913.1	0.717316670879061	30	0.140821629213483	0.192078544061303
WP_003516923.1	0.801154731630782	2	0.0379634831460674	0.0847335423197492
WP_003516952.1	0.805035668248928	8	0.0354424157303371	0.0817467948717949
WP_003516971.1	0.891348266907277	35	0.0067626404494382	0.038046875
WP_003516973.1	0.957200373620421	3	0.00188202247191011	0.0294505494505495
WP_003516975.1	0.709201378520475	8	0.155905898876404	0.205115420129271
WP_003516977.1	0.930912925451103	6	0.0031811797752809	0.0335555555555556
WP_003516982.1	0.685543475598412	62	0.202977528089888	0.243915611814346
WP_003516984.1	0.773479181915534	62	0.0619662921348315	0.116258234519104
WP_003516993.1	0.674908194140957	6	0.225421348314607	0.261187957689178
WP_003516995.1	0.620396165710311	1	0.344108146067416	0.366499626028422
WP_003516997.1	0.764936663365696	11	0.0709410112359551	0.126117353308365
WP_003517000.1	0.736925348697646	3	0.109234550561798	0.164240506329114
WP_003517002.1	0.630381204643107	3	0.323448033707865	0.348403933434191
WP_003517004.1	0.910463014557778	19	0.00464887640449438	0.0350785340314136
WP_003517008.1	0.581764884155695	3	0.421193820224719	0.435570079883805
WP_003517011.1	0.818841952384543	16	0.0274438202247191	0.0703597122302158
WP_003517014.1	0.719064363928511	2	0.137879213483146	0.189076034648701
WP_003517016.1	0.696907183605972	20	0.179831460674157	0.225224274406332
WP_003517018.1	0.811151399812809	3	0.0314887640449438	0.0752348993288591
WP_003517020.1	0.730912239984095	14	0.118370786516854	0.17217568947906
WP_003517022.1	0.817819072591781	15	0.0279213483146067	0.071
WP_003517026.1	0.884036358990586	6	0.00779494382022472	0.0395017793594306
WP_003517033.1	0.694102711145232	32	0.185316011235955	0.228278546712803
WP_003517038.1	0.752917560961076	61	0.0859901685393258	0.14188876013905
WP_003517040.1	0.655675017740075	17	0.268223314606742	0.300039277297722
WP_003517042.1	0.85277244908425	9	0.0145786516853933	0.0536340206185567
WP_003517043.1	0.801235135128982	26	0.0379073033707865	0.0847335423197492
WP_003517046.1	0.734914769796332	17	0.112226123595506	0.166857440166493
WP_003517058.1	0.789603380826588	1	0.046748595505618	0.0971865889212828
WP_003517060.1	0.942667989580674	13	0.00250702247191011	0.0322608695652174
WP_003517062.1	0.668737588614954	7	0.239241573033708	0.273370696557246
WP_003517067.1	0.839303208192065	4	0.0186165730337079	0.0597117516629712
WP_003517069.1	1.0467035124457	6	0.000252808988764045	0.0146153846153846
WP_003517073.1	0.589948262122085	28	0.405898876404494	0.421282798833819
WP_003517075.1	0.870584684804793	11	0.0103230337078652	0.0450920245398773
WP_003517076.1	0.829724674184255	7	0.0222050561797753	0.0630571992110454
WP_003517085.1	0.740050386928843	19	0.10438904494382	0.159570815450644
WP_003517088.1	0.727825384510181	6	0.12311095505618	0.176190954773869
WP_003517096.1	1.02304493071587	6	0.000449438202247191	0.0193939393939394
WP_003517098.1	0.801839609532771	4	0.0374648876404494	0.0842812006319115
WP_003517100.1	0.644712827216014	6	0.292141853932584	0.320038431975403
WP_003517102.1	0.76426288441102	37	0.0716994382022472	0.126990049751244
WP_003517108.1	0.719475156178122	28	0.137029494382022	0.188713733075435
WP_003517112.1	0.363630362503003	7	0.83999297752809	0.842359154929577
WP_003517114.1	0.864550355420598	18	0.0115941011235955	0.0476657060518732
WP_003517139.1	0.821649957470302	1	0.0259269662921348	0.0681180811808118
WP_003517142.1	0.746601788417365	3	0.0944943820224719	0.150346368715084
WP_003517144.1	0.845178072474125	8	0.0166643258426966	0.0565
WP_003517145.1	0.947921391329988	13	0.00225421348314607	0.0311650485436893
WP_003517147.1	0.866256115166913	13	0.01125	0.0469794721407625
WP_003517153.1	0.614409493765865	6	0.356804775280899	0.378324646314222
WP_003517159.1	0.812157664550672	32	0.0308567415730337	0.0744745762711864
WP_003517161.1	0.681242502137069	16	0.212008426966292	0.249710504549214
WP_003517163.1	0.770187479125188	56	0.0654424157303371	0.119474358974359
WP_003517165.1	0.771855715827972	24	0.0635884831460674	0.118033635187581
WP_003517177.1	0.643118122673403	11	0.295379213483146	0.322314176245211
WP_003517181.1	0.9652674712649	44	0.00159410112359551	0.0273493975903614
WP_003517183.1	0.840012584177516	7	0.0183637640449438	0.0594318181818182
WP_003517185.1	0.79117503251102	18	0.0454494382022472	0.0951764705882353
WP_003517187.1	0.788945687850452	5	0.0473314606741573	0.097822931785196
WP_003517189.1	0.847166257675723	7	0.016123595505618	0.0558637469586375
WP_003517192.1	0.892068929108546	45	0.0066502808988764	0.0377689243027888
WP_003517198.1	0.644581775064892	4	0.292394662921348	0.320038431975403
WP_003517200.1	0.911525504397192	21	0.00455056179775281	0.0350785340314136
WP_003517204.1	0.741871898304055	14	0.101516853932584	0.157301414581066
WP_003517206.1	0.922839173668523	16	0.00370786516853933	0.0339102564102564
WP_003517208.1	0.688219761504337	13	0.197661516853933	0.239141886151232
WP_003517211.1	0.72350046533358	16	0.130365168539326	0.183076923076923
WP_003517212.1	0.80272588538949	66	0.0368820224719101	0.0834976152623211
WP_003517213.1	0.7999677688948	21	0.0387640449438202	0.0857919254658385
WP_003517214.1	0.711379288670495	24	0.151776685393258	0.201255813953488
WP_003517215.1	0.780167282814238	26	0.0551123595505618	0.106485753052917
WP_003517221.1	0.722071257545578	2	0.132900280898876	0.185721295387635
WP_003517230.1	0.849296608873619	7	0.0155758426966292	0.0551358024691358
WP_003517233.1	0.584405178038047	4	0.416474719101124	0.431630276564774
WP_003517235.1	0.922831406489208	5	0.00371488764044944	0.0339102564102564
WP_003517243.1	0.717381902256906	5	0.140744382022472	0.192078544061303
WP_003517249.1	0.715540683236765	4	0.144178370786517	0.195161596958175
WP_003517251.1	0.817304699461085	10	0.0281460674157303	0.071190053285968
WP_003517254.1	0.664089711289798	7	0.249494382022472	0.28241653418124
WP_003517255.1	0.79617933966941	17	0.0413553370786517	0.0902756508422664
WP_003517257.1	0.752355464174098	15	0.0866573033707865	0.142728323699422
WP_003517259.1	0.725971599536167	11	0.126200842696629	0.17935129740519
WP_003517262.1	0.876295718725653	13	0.00915730337078652	0.0429276315789474
WP_003517264.1	1.04111217125705	12	0.000280898876404494	0.0148148148148148
WP_003517266.1	0.873600726143494	75	0.00966292134831461	0.0434267912772586
WP_003517268.1	0.710344638017779	7	0.153714887640449	0.203051948051948
WP_003517274.1	0.687326730384154	6	0.199452247191011	0.240899067005937
WP_003517278.1	0.929165289619655	22	0.00327949438202247	0.0338405797101449
WP_003517280.1	0.76812421929825	7	0.0676193820224719	0.121795195954488
WP_003517282.1	0.696344338936319	6	0.180990168539326	0.226131578947368
WP_003517284.1	0.842130458851406	15	0.0176615168539326	0.0579493087557604
WP_003517285.1	0.855499351024639	22	0.013813202247191	0.0521750663129973
WP_003517341.1	0.855356913594461	7	0.0138623595505618	0.0522222222222222
WP_003517346.1	0.711555591801963	52	0.151460674157303	0.201255813953488
WP_003517348.1	0.695682547220296	66	0.182380617977528	0.226933797909408
WP_003517353.1	0.665888844852015	54	0.245379213483146	0.278422310756972
WP_003517355.1	0.700744219817481	91	0.172169943820225	0.218317008014248
WP_003517362.1	0.721760991326962	90	0.133328651685393	0.185954946131244
WP_003517364.1	0.681616433592166	27	0.211200842696629	0.24969320066335
WP_003517374.1	0.800640096376098	59	0.0382865168539326	0.085320813771518
WP_003517375.1	0.674689033307457	103	0.225912921348315	0.261544715447154
WP_003517377.1	0.668682604499475	16	0.239325842696629	0.273370696557246
WP_003517378.1	0.976488415891477	137	0.00126404494382022	0.0254054054054054
WP_003517379.1	0.677617649482887	145	0.219662921348315	0.256183456183456
WP_003517381.1	0.853297008722893	10	0.0144522471910112	0.0535064935064935
WP_003517383.1	0.817089466858726	4	0.0283216292134831	0.0715070921985816
WP_003517389.1	0.529391696502362	4	0.519564606741573	0.529227467811159
WP_003517391.1	0.712902670575054	10	0.149199438202247	0.199887111947319
WP_003517395.1	0.620846096222293	6	0.343258426966292	0.366142322097378
WP_003517405.1	0.903574445371023	9	0.00530898876404494	0.0358018867924528
WP_003517408.1	0.679012555501092	5	0.216608146067416	0.253448275862069
WP_003517434.1	0.77987460767114	18	0.055372191011236	0.106842818428184
WP_003517436.1	0.713585012903384	10	0.147914325842697	0.198895184135977
WP_003517440.1	0.787788805530373	18	0.0483216292134831	0.0990071942446043
WP_003517447.1	0.874148236193494	45	0.00953651685393258	0.0434267912772586
WP_003517450.1	0.76017260614239	62	0.0764676966292135	0.132060606060606
WP_003517452.1	0.694676501602386	29	0.184262640449438	0.227966985230235
WP_003517454.1	0.856000965178082	15	0.0136938202247191	0.0518617021276596
WP_003517455.1	0.748582294303319	6	0.0916783707865169	0.147072072072072
WP_003517457.1	0.711317666035311	21	0.15186095505618	0.201255813953488
WP_003517459.1	0.886394679131047	8	0.00745786516853933	0.0390842490842491
WP_003517461.1	0.638512309180313	14	0.305744382022472	0.33209763539283
WP_003517463.1	0.745296909353902	9	0.0964606741573034	0.152452830188679
WP_003517464.1	0.846860077325231	15	0.0162008426966292	0.055995145631068
WP_003517480.1	0.894920027558972	5	0.00628511235955056	0.0376050420168067
WP_003517483.1	0.681949329479328	27	0.210575842696629	0.249467554076539
WP_003517485.1	0.716620075693219	89	0.142155898876405	0.19334288443171
WP_003517488.1	0.82088093859328	6	0.0263623595505618	0.0686288848263254
WP_003517489.1	0.744575190009389	27	0.0975210674157303	0.152940528634361
WP_003517490.1	0.901401528294366	8	0.00556179775280899	0.0364976958525346
WP_003517491.1	0.78175042545737	120	0.0540098314606742	0.10551912568306
WP_003517492.1	0.974036638612613	19	0.0013061797752809	0.0254054054054054
WP_003517493.1	0.691608766182568	23	0.190807584269663	0.233427835051546
WP_003517495.1	0.845647832757798	27	0.0165098314606742	0.0564508393285372
WP_003517497.1	0.826163973439526	7	0.0237780898876404	0.0653179190751445
WP_003517498.1	0.898687914623993	2	0.00586376404494382	0.0372888888888889
WP_003517504.1	0.873142575566866	42	0.00976123595505618	0.0434267912772586
WP_003517507.1	0.734595687096359	45	0.112605337078652	0.166857440166493
WP_003517512.1	0.693963431553938	7	0.185625	0.228461538461538
WP_003517514.1	0.883324627164343	89	0.00794943820224719	0.0398591549295775
WP_003517525.1	1.01398155111054	3	0.000582865168539326	0.0215384615384615
WP_003517527.1	0.873388980956998	14	0.00971910112359551	0.0434267912772586
WP_003517534.1	0.829323259769894	11	0.0223314606741573	0.0630571992110454
WP_003517535.1	0.868680869151942	30	0.0107443820224719	0.0462235649546828
WP_003517537.1	0.833646472321803	39	0.0206039325842697	0.060997920997921
WP_003517548.1	0.935509108353807	50	0.00294943820224719	0.0335555555555556
WP_003517549.1	0.961026729106573	4	0.00171348314606742	0.027752808988764
WP_003517581.1	0.769410873042346	95	0.0661587078651685	0.120319284802043
WP_003517588.1	0.789938255989915	12	0.0464747191011236	0.0970381231671554
WP_003517592.1	0.822792639732356	12	0.0253511235955056	0.0676029962546816
WP_003517595.1	0.734633616621875	84	0.112584269662921	0.166857440166493
WP_003517597.1	0.912539680851662	1	0.0044873595505618	0.0350785340314136
WP_003517602.1	0.881827757206776	20	0.00823033707865168	0.0406944444444444
WP_003517604.1	0.758751690404935	15	0.0784129213483146	0.133884892086331
WP_003517609.1	0.687128461827519	12	0.199915730337079	0.241254237288136
WP_003517611.1	0.729487675692685	42	0.120484550561798	0.174182741116751
WP_003517613.1	0.620487080468444	5	0.343974719101124	0.366499626028422
WP_003517617.1	0.683398129038224	13	0.207689606741573	0.247076023391813
WP_003517619.1	0.75009132251521	44	0.0896418539325843	0.144727891156463
WP_003517627.1	0.646359842811444	14	0.288244382022472	0.316712962962963
WP_003517629.1	0.725406946710779	27	0.127099719101124	0.180268924302789
WP_003517635.1	0.863337637020657	29	0.0117837078651685	0.0479428571428571
WP_003517637.1	0.788087326747679	18	0.0481109550561798	0.0988600288600288
WP_003517639.1	0.629396340217542	5	0.325449438202247	0.349864150943396
WP_003517641.1	0.768391109317371	12	0.0673314606741573	0.121795195954488
WP_003517648.1	0.934870081264978	19	0.00299157303370787	0.0335555555555556
WP_003517649.1	0.454712942121411	3	0.64935393258427	0.653946251768034
WP_003517651.1	0.789646142613376	27	0.0467205056179775	0.0971865889212828
WP_003517653.1	0.769650004975463	5	0.0659058988764045	0.120012787723785
WP_003517654.1	0.878532402219141	9	0.00877808988764045	0.0420875420875421
WP_003517657.1	0.724971652071244	13	0.127837078651685	0.180954274353877
WP_003517661.1	0.574571932375929	9	0.435196629213483	0.448422575976845
WP_003517663.1	0.618932296711813	107	0.347169943820225	0.369484304932735
WP_003517666.1	0.838564585864131	10	0.0188623595505618	0.0597117516629712
WP_003517667.1	0.686990183633877	9	0.200147471910112	0.241329381879763
WP_003517677.1	0.788688930791494	12	0.0475421348314607	0.0981159420289855
WP_003517679.1	0.834990659182642	34	0.0201123595505618	0.060146750524109
WP_003517715.1	0.848467859127218	59	0.0157724719101124	0.0551842751842752
WP_003517719.1	0.891878130694171	28	0.00665730337078652	0.0377689243027888
WP_003517722.1	0.610711484765236	19	0.364262640449438	0.383377679231338
WP_003517725.1	1.0336301983783	3	0.000351123595505618	0.0161290322580645
WP_003517736.1	0.810595631319318	40	0.0318047752808989	0.0757357859531773
WP_003517741.1	0.750313122594962	8	0.0892977528089888	0.144522727272727
WP_003517742.1	0.70343292652101	14	0.166797752808989	0.214174932371506
WP_003517747.1	0.737584709061932	10	0.108089887640449	0.16322375397667
WP_003517748.1	0.833064245944276	4	0.0208426966292135	0.0613223140495868
WP_003517750.1	0.69841738779948	2	0.17688904494382	0.222785145888594
WP_003517752.1	0.554967527473382	3	0.471769662921348	0.481641577060932
WP_003517754.1	0.698376453204063	6	0.176945224719101	0.222785145888594
WP_003517766.1	0.956786021475488	9	0.00191011235955056	0.0295652173913043
WP_003517768.1	0.659669496532796	76	0.259410112359551	0.291554853985793
WP_003517769.1	0.868126743375939	5	0.0108637640449438	0.0464564564564565
WP_003517772.1	0.766936047711315	6	0.0688412921348315	0.123153266331658
WP_003517773.1	1.01290847337533	4	0.000589887640449438	0.0215384615384615
WP_003517778.1	0.751054909355715	18	0.088377808988764	0.143675799086758
WP_003517791.1	0.88195322690992	5	0.00820224719101124	0.0406944444444444
WP_003517797.1	0.837988801216434	9	0.019122191011236	0.0601103752759382
WP_003517802.1	1.01565547254496	8	0.000561797752808989	0.0215384615384615
WP_003517805.1	0.973854980642907	4	0.0013061797752809	0.0254054054054054
WP_003517817.1	0.821322297825203	78	0.0261306179775281	0.0682600732600733
WP_003517824.1	0.836200208631583	36	0.0196910112359551	0.0601273885350319
WP_003517836.1	0.666184919801108	13	0.244817415730337	0.278006379585327
WP_003517840.1	0.692766851117732	18	0.188216292134831	0.230852713178295
WP_003517853.1	0.844710478875295	22	0.0167766853932584	0.0567458432304038
WP_003517868.1	1.04773489144978	3	0.00023876404494382	0.0146153846153846
WP_003517869.1	0.687478269016073	5	0.199171348314607	0.240764006791172
WP_003517880.1	0.773369262405407	18	0.0620505617977528	0.116263157894737
WP_003517888.1	0.82138162520271	12	0.0261095505617978	0.0682600732600733
WP_003517891.1	0.81328498582789	16	0.0302808988764045	0.0738054607508533
WP_003517900.1	0.898609097719272	4	0.00587078651685393	0.0372888888888889
WP_003517903.1	0.806819999991084	34	0.0341573033707865	0.0800657894736842
WP_003517916.1	0.694379824712136	59	0.184747191011236	0.227972270363951
WP_003517918.1	0.843924669193595	4	0.0170365168539326	0.0572169811320755
WP_003517920.1	0.744865407881337	6	0.0971067415730337	0.152778390297685
WP_003517930.1	0.771757688310994	8	0.0637008426966292	0.118033635187581
WP_003517935.1	0.883959270428425	22	0.00782303370786517	0.0395035460992908
WP_003517938.1	0.949501538141898	11	0.00221910112359551	0.0311650485436893
WP_003517940.1	0.770499883224876	15	0.0650983146067416	0.119151670951157
WP_003517948.1	0.760311041825916	10	0.0762710674157303	0.132060606060606
WP_003517950.1	0.850112014337888	30	0.0153370786516854	0.0551122194513716
WP_003517953.1	0.761588620211589	5	0.0747893258426966	0.130992647058824
WP_003517957.1	0.689206737641272	10	0.19559691011236	0.237248722316865
WP_003517959.1	0.923927522433487	6	0.00366573033707865	0.0339102564102564
WP_003517965.1	0.684176635896828	5	0.205912921348315	0.245834031852473
WP_003517972.1	0.846364120357594	25	0.016313202247191	0.056207729468599
WP_003517974.1	0.616562537789588	14	0.352008426966292	0.3737956748695
WP_003517983.1	0.849617959889281	3	0.015498595505618	0.0551122194513716
WP_003517984.1	0.767808371981785	7	0.067998595505618	0.122105926860025
WP_003517986.1	0.876244013679407	44	0.00916432584269663	0.0429276315789474
WP_003517987.1	0.906279290053021	21	0.00507724719101124	0.0358018867924528
WP_003517988.1	0.770826309684685	38	0.0647612359550562	0.118993548387097
WP_003517989.1	0.8375195135602	31	0.0192626404494382	0.0601273885350319
WP_003517991.1	0.73110913837262	4	0.11809691011236	0.172055214723926
WP_003517993.1	0.604782423873941	2	0.376397471910112	0.394400294334069
WP_003517994.1	0.853242574902026	3	0.0144662921348315	0.0535064935064935
WP_003517995.1	0.807994412507601	6	0.033377808988764	0.0788225538971808
WP_003517996.1	0.923204595587919	21	0.00368679775280899	0.0339102564102564
WP_003518000.1	0.791496050221263	12	0.0452176966292135	0.0948306332842415
WP_003518001.1	0.947956035909928	29	0.00225421348314607	0.0311650485436893
WP_003518007.1	0.868774639560647	51	0.0107303370786517	0.0462235649546828
WP_003518023.1	0.92521970030339	7	0.00356039325842697	0.0339102564102564
WP_003518029.1	0.805680904072556	7	0.0349438202247191	0.0811745513866232
WP_003518031.1	0.781465153245266	16	0.0541783707865169	0.10551912568306
WP_003518034.1	0.598253022379031	5	0.389613764044944	0.406454212454212
WP_003518049.1	0.670609865428031	28	0.23497893258427	0.270282714054927
WP_003518077.1	0.873280394734281	4	0.00972612359550562	0.0434267912772586
WP_003518117.1	0.640848193434228	110	0.300470505617978	0.327117737003058
WP_003518120.1	0.773576192082298	4	0.0618258426966292	0.116147757255937
WP_003518129.1	0.987953043301185	5	0.000962078651685393	0.0242105263157895
WP_003518136.1	0.68249372358357	4	0.209522471910112	0.24884070058382
WP_003518160.1	0.845401058194878	23	0.0166081460674157	0.056491646778043
WP_003518165.1	0.593720874707103	5	0.398342696629214	0.4149524506218
WP_003518175.1	0.829130889620783	13	0.0224438202247191	0.0630571992110454
WP_003518177.1	0.760164197506113	14	0.0764676966292135	0.132060606060606
WP_003518180.1	0.918510432186519	10	0.00401685393258427	0.0350785340314136
WP_003518182.1	0.885190662611664	36	0.00761938202247191	0.0393115942028986
WP_003518187.1	0.759529745458529	9	0.0772261235955056	0.132653799758745
WP_003518218.1	0.813078327911006	19	0.030372191011236	0.0738054607508533
WP_003518220.1	0.653119662696699	23	0.273848314606742	0.304910086004691
WP_003518225.1	0.774968366442653	16	0.0603370786516854	0.11395225464191
WP_003518229.1	0.731821616465787	25	0.117008426966292	0.171067761806981
WP_003518235.1	0.72129232001974	17	0.134164325842697	0.186572265625
WP_003518237.1	0.610511067284861	4	0.364698033707865	0.383552437223043
WP_003518239.1	1.15517248114474	2	1.40449438202247e-05	0.002
WP_003518251.1	0.71206450513818	47	0.150575842696629	0.201144465290807
WP_003518259.1	0.924987706721572	33	0.00356741573033708	0.0339102564102564
WP_003518270.1	0.938364377791832	5	0.00278089887640449	0.0332231404958678
WP_003518280.1	0.741058714240095	14	0.102794943820225	0.158345945945946
WP_003518303.1	0.803585998036355	9	0.036313202247191	0.0826038338658147
WP_003518305.1	0.82422937030812	12	0.0245716292134831	0.0663705103969754
WP_003518355.1	0.749034452514042	21	0.0910744382022472	0.146542372881356
WP_003518361.1	0.854202871521226	12	0.0141783707865169	0.0531315789473684
WP_003518379.1	0.599868705324918	10	0.386355337078652	0.403646368305209
WP_003518386.1	0.712939066325705	35	0.149150280898876	0.199887111947319
WP_003518388.1	0.735505030648541	18	0.111299157303371	0.166463798530955
WP_003518390.1	0.76564411885662	22	0.0701474719101124	0.125175438596491
WP_003518396.1	0.805169363315803	12	0.0353300561797753	0.0817467948717949
WP_003518401.1	0.773002222058238	31	0.0624227528089888	0.116653543307087
WP_003518444.1	0.770627986456279	35	0.064936797752809	0.119151670951157
WP_003518445.1	0.695454228752014	8	0.182717696629213	0.226933797909408
WP_003518452.1	0.842626251217145	7	0.0174648876404494	0.0578372093023256
WP_003518453.1	0.661333580506192	14	0.255470505617978	0.287581027667984
WP_003518454.1	0.791626552731101	27	0.0450912921348315	0.09476401179941
WP_003518455.1	0.613710131696362	8	0.358167134831461	0.379145616641902
WP_003518456.1	1.11735731962435	8	2.80898876404494e-05	0.00285714285714286
WP_003518457.1	0.675921318803128	10	0.223286516853933	0.259559183673469
WP_003518458.1	0.838435728820512	20	0.0189115168539326	0.0597117516629712
WP_003518460.1	0.827426732267437	6	0.0232584269662921	0.0648140900195695
WP_003518472.1	0.800389069384793	8	0.0384761235955056	0.085609375
WP_003518476.1	0.763286065386136	66	0.0728160112359551	0.128488228004957
WP_003518478.1	0.737128374914962	34	0.108911516853933	0.163942917547569
WP_003518481.1	0.842331515217009	15	0.017563202247191	0.0579493087557604
WP_003518483.1	0.863023083311144	24	0.0118398876404494	0.048034188034188
WP_003518486.1	0.723354699255532	8	0.130582865168539	0.183090551181102
WP_003518516.1	0.470466910768687	1	0.62190308988764	0.627632884479093
WP_003518521.1	0.762174741832056	5	0.0740449438202247	0.129852216748768
